author,published_date,updated_date,like_count,comment,vader_sentiment
@arifemrebasar-jl1en,2024-01-20 15:55:47+00:00,2024-01-20 15:55:47+00:00,0.0,"When referencing corporate America, he said “They don’t really care about you as they make it seem” realest thing he said...I’ve seen experienced it first hand in the DMV. Black ppl aren’t really respected in corporate America. Glad that he was able to get out of there and become his own boss <b>VRI TOKEN</b>",positive
@lilsweeper19,2024-01-20 15:55:47+00:00,2024-01-20 15:55:47+00:00,0.0,"I am a longtime user of your investment software program. It is a very useful bit of software, and saves me tons of time at tax time each year. Thanks for the great support over the years, keep this good thing going, <b>VRI TOKEN</b> is amazing hands down the best.",positive
@wattspeakers,2024-01-20 15:54:31+00:00,2024-01-20 15:54:31+00:00,1.0,AMEN AMEN AMEN AMEN❤❤❤❤❤❤,positive
@uconnjames,2024-01-20 15:52:26+00:00,2024-01-20 15:52:26+00:00,0.0,"His logic is flawed. The economic growth could be contributed to the technological breakthrough, no just the free market. If someone telling you that one thing can solve all problems, he is selling snake oil.",negative
@thinkthedayaway8370,2024-01-20 15:51:38+00:00,2024-01-20 15:51:38+00:00,0.0,"This smacks of intellectual populism, firstly marxist theory and captalism will forever be entwined as his theory was developed as a critique of capitalism; i.e. what we do with &#39;surplus&#39;. They are not binary as one is based on the other. <br><br>He has condensed 400 years of complete human civic transformation to a simple cause... Capitalism. Failing to discuss or mention the 10&#39;000 years of intellectual development and human story from the globes population that eventaully brought about the industrial revolution and global human awareness. The population growth and rapid decline from several global wars, the expansionism and wiping out of cultures (there is a reason they speak spanish in Argentina). <br><br>Free market rhetoric is fine, right up until your water suppliers are competing for prices and the cost of filtering water goes through the roof, they cut costs by dumping sewage illagally and the government can do nothing because they are lobbied by the &#39;free market&#39; or train lines compete on prices killing public transport and triggering rail strikes or the health system becomes privatised and the delays of transition kill 10s of thousands of patients, or eventually the cost of your treatment becomes dictated by an algorithm maintained by the best insurance providers! <br>Homes become a means of wealth rather then a place to sleep and make life and meritocratic mentalities leave those who cant keep up behind. <br><br>Dont fall into the hell hole that the UK has gotten itself in, (i am british) we are the 6th largest economy in the world and yet we&#39;ve never had so many homeless dying in the winter, our population has mass sickness and young people commiting suicide is the primary assumption for their death under the age of 30. Nothing works and our capital hosts some of richest individuals in the western hemisphere. We are one of the most unequal societies in Europe BECAUSE our attempts at making a nation ran by free market economics.<br><br>It all needs continuous re-assesment, the way we live. While i agree on his comments on peace, he sounds as endoctrinating as a soviet spokesman i.e. there is one system that works and here is the proof. This is not how life works we all know this, i believe we can leave a good world for our children but it takes recognising its variance first. <br><br>The rush toward capitalism as salvation is what stops me in my tracks and raises alarm bells. Some of his comments are at least forthright and clear and not filled with the trigger words of European politicians. Perhaps this is right but we in the UK have lived this game a long time and the ideas that people stand by and believe in like the NHS and working laws, health and safety ect none of them were spawned by free market capitalist or entrepreneurs. They were developed in spite of them. <br><br>We have had this rhetoric since the 1800s in the UK and if the people speaking it had their way our mothers would be working right up until they gave birth and not long after and half the population wouldnt have a vote.",positive
@jimmareno2732,2024-01-20 15:50:26+00:00,2024-01-20 15:50:26+00:00,0.0,guy speaks for all the free world,positive
@onmyway111,2024-01-20 15:50:24+00:00,2024-01-20 15:50:24+00:00,0.0,"Gotta say , was gonna turn off , but this guy gets it !",neutral
@chrisb3967,2024-01-20 15:47:58+00:00,2024-01-20 15:47:58+00:00,0.0,that&#39;s his first and last appearance at the wef forum....,neutral
@perbloksgaard5258,2024-01-20 15:47:56+00:00,2024-01-21 08:39:10+00:00,29.0,"A few times every century a person enters the political landscape, who doesn&#39;t want to use the system to extract as much wealth for himself while pretending to care for the people, but actually sincerely want to do good for the people by speaking truthfully about the dynamics of the economy and the real world.",positive
@colinwheeler4683,2024-01-20 15:46:34+00:00,2024-01-20 15:46:34+00:00,0.0,This man needs to become prime minister of UK . He is practical and moderate man who speaks for silent majority.,neutral
@roberts1546,2024-01-20 15:44:05+00:00,2024-01-20 15:44:05+00:00,0.0,The TRUMP of Argentina.. 👍,neutral
@wattspeakers,2024-01-20 15:41:24+00:00,2024-01-20 15:41:24+00:00,0.0,You can thank the DNC socialists.,positive
@coolhandluke4573,2024-01-20 15:40:04+00:00,2024-01-20 15:40:04+00:00,13.0,"Milei 💪💪💪👌👌 Thanks for being you , stating the truth,Like my President Bukele 🙏👍",positive
@anastephens2214,2024-01-20 15:37:50+00:00,2024-01-20 15:37:50+00:00,0.0,Mic. Drop!!!,negative
@doktabob328,2024-01-20 15:37:24+00:00,2024-01-20 15:37:24+00:00,0.0,"Now show us a graph of the correlations of GDP and environmental degradation, mental illness, cancer and diabetes, treatment-resistant depression, the failure of marriages and families … just for starters. The fallacy in his thinking is that GDP correlates to the general good, By all those measures, the truth is exactly opposite to that. <br>He reminds me of an inane remark by Henry Kissinger - ‘We have the best system in the world. We just need to find a way to make it work’<br>Genius.",negative
@viperx220racing3,2024-01-20 15:36:19+00:00,2024-01-20 15:36:19+00:00,163.0,"On this stage, this man has spoken the truth to a group that think the complete opposite. Well done that man.",positive
@user-tm7wg3yf5r,2024-01-20 15:35:25+00:00,2024-01-20 15:35:25+00:00,0.0,"Revelation 1:10  I was in the Spirit on the Lord&#39;s day, and heard behind me a great voice, as of a trumpet,",positive
@kathleenmonaghan5548,2024-01-20 15:32:29+00:00,2024-01-20 15:32:29+00:00,0.0,"Well said , no goverment will ever tell me what to do , only God can do that , wef are evil",negative
@user-ie7bs2ce5s,2024-01-20 15:32:18+00:00,2024-01-20 15:32:18+00:00,0.0,His lips looks so fake. look closer.,negative
@victorco.6308,2024-01-20 15:28:05+00:00,2024-01-20 15:28:05+00:00,0.0,In any case we must have basic social security programs,positive
@personaltravelandexplorati9627,2024-01-20 15:28:02+00:00,2024-01-20 15:28:02+00:00,1.0,Benny Hill stuff,neutral
@saganstephen2929,2024-01-20 15:26:23+00:00,2024-01-20 15:26:23+00:00,0.0,This is what’s happening in trudeau led canada,neutral
@micharris1761,2024-01-20 15:25:55+00:00,2024-01-20 15:25:55+00:00,0.0,"so at the world forum in Davos, someone finally spoke the truth,",positive
@ClownWorld-1984,2024-01-20 15:23:00+00:00,2024-01-20 15:23:00+00:00,0.0,Did he forget the source of 200 years of capitalism wealth? Colonial exploitation and thefts,positive
@vivalav5199,2024-01-20 15:22:59+00:00,2024-01-20 15:22:59+00:00,0.0,👋🏽👋🏽👋🏽👋🏽 HALLELUJAH! Very well said! BOOM! ❤️,positive
@bertdemeulemeester,2024-01-20 15:16:53+00:00,2024-01-20 15:16:53+00:00,0.0,Milei is going to be a good right-hand to Trump😅,positive
@NoahNobody,2024-01-20 15:14:52+00:00,2024-01-20 15:14:52+00:00,0.0,I never knew this guy spoke English. He&#39;s very fluent.,neutral
@user-fn6jf7mz2n,2024-01-20 15:12:04+00:00,2024-01-20 15:12:04+00:00,0.0,"U.S. v. Minker, 350 U.S. 179, 187,<br>The Supreme Court has warned: &quot;Because of what appear to be Lawful commands on the surface, many citizens, because of their respect for what appears to be law, are cunningly coerced into waiving their rights, due to ignorance.&quot;",negative
@lainealexander5927,2024-01-20 15:11:09+00:00,2024-01-20 15:11:09+00:00,0.0,Absolutely brilliant speech,positive
@CI-di2hu,2024-01-20 15:11:05+00:00,2024-01-20 15:11:05+00:00,0.0,I never thought I would be jealous of Salvador and now Argentina,negative
@JamesWilliam70,2024-01-20 15:10:01+00:00,2024-01-20 15:10:01+00:00,0.0,I&#39;m from the UK. Can i live in Argentina please 😂,positive
@jimt6739,2024-01-20 15:08:15+00:00,2024-01-20 15:08:15+00:00,0.0,Argentina is very lucky to have him. I hope he can lead that country right back up and show others how is being done.,positive
@chadoliver9877,2024-01-20 15:07:00+00:00,2024-01-20 15:07:00+00:00,0.0,This recording seems like it&#39;s heavily sanitized.,positive
@JamesWilliam70,2024-01-20 15:06:02+00:00,2024-01-20 15:07:52+00:00,0.0,This man makes all the rest of the Presidents/Prime ministers look like dummies... And in the face of the WEF is brilliance!,positive
@deenfurgsz6806,2024-01-20 15:04:33+00:00,2024-01-20 15:04:33+00:00,0.0,Too klunky and jumpy suggesting editing,negative
@KenEh.,2024-01-20 15:00:52+00:00,2024-01-20 15:00:52+00:00,0.0,Looks like AI to me… 🧐 His mouth movements don’t quite look right 🤔,positive
@lynnmoss2127,2024-01-20 15:00:08+00:00,2024-01-20 15:00:08+00:00,0.0,"Pure capitalism is clearly NOT the answer, as it is based on never-ending growth.",positive
@RazorRaiden,2024-01-20 14:59:41+00:00,2024-01-20 14:59:41+00:00,0.0,"Why does this feel like AI generated? Something is off. The glitchy cuts as well. I mean it does align with his political stances… but it feels robotic, although he is always pretty emotive. At least once per speech would he say something in a very emotional way… this feels fake. Anyone else?",positive
@patricianyiri8879,2024-01-20 14:58:51+00:00,2024-01-20 14:58:51+00:00,1.0,May God bless you and PROTECT you AMEN!!!!❤❤❤👵🏻🇺🇸🇮🇱🇮🇱,positive
@mishamagik1,2024-01-20 14:56:30+00:00,2024-01-20 14:56:30+00:00,0.0,"Ahhhh, now I know why the few global-ists and d-elites hate capitalism. They want to keep the rich in power and the poor enslaved.",negative
@tinabarrette963,2024-01-20 14:52:33+00:00,2024-01-20 14:52:33+00:00,0.0,I pray for him.  Truth seekers are getting rare.🙏🏻🇨🇦,positive
@GoPoundSalt,2024-01-20 14:49:44+00:00,2024-01-20 14:49:44+00:00,0.0,"<b>better find the original speech, this one has been edited over a dozens times</b>",positive
@tonys518,2024-01-20 14:49:36+00:00,2024-01-20 14:49:36+00:00,0.0,BRAVO truth to the rich elite but morally bankrupt,negative
@Monkeyspanner69,2024-01-20 14:49:32+00:00,2024-01-20 14:49:32+00:00,0.0,"Free market capitalism does not exist in a world economy based on oil, where oil production and price are controlled by OPEC.",positive
@roncrowe654,2024-01-20 14:46:59+00:00,2024-01-20 14:46:59+00:00,0.0,This man deserves a Nobel prize for humanity,positive
@jacquipaper,2024-01-20 14:46:05+00:00,2024-01-20 14:46:05+00:00,0.0,How is it he was allowed to make ti&#39;s commonsense  speech?,neutral
@tinabarrette963,2024-01-20 14:45:22+00:00,2024-01-20 14:45:22+00:00,0.0,A real honest human.🙏🏻🇨🇦,positive
@user-ho4kd1uo6s,2024-01-20 14:42:58+00:00,2024-01-20 14:42:58+00:00,0.0,It is stupid. It is the extreme use of socialism or capitalism that lead to disastrous situations. A good old balanced system works ok. Argentina has been extreme in its practices.,negative
@chadk6078,2024-01-20 14:37:48+00:00,2024-01-20 14:37:48+00:00,0.0,How do we know this is real. It looks like just a few frames of the same looped footage. I hope this transpired because this is a reasonable opinion.,positive
@travissweat9098,2024-01-20 14:37:33+00:00,2024-01-20 14:37:33+00:00,0.0,"Well!...there you go. Joe!<br>Socialism USA...YOU&#39;VE done a lion&#39;s share of the work to transform us from an Capitslist Econoic model, into a socialist model. Welcome to the Monkey House.",positive
@bretthamilton7248,2024-01-20 14:37:09+00:00,2024-01-20 14:37:09+00:00,0.0,Great speech.,positive
@yessikanegron1906,2024-01-20 14:36:33+00:00,2024-01-20 14:36:33+00:00,14.0,"President, you are absolutely right. Thank you! I am so happy for the country of Argentina, now, they do have a fighting chance. May God bless them and may this President continues to lead with wisdom.",positive
@claudiaoctavia6340,2024-01-20 14:36:33+00:00,2024-01-20 14:36:33+00:00,0.0,this has been cut and rearrranged to modify its meaning,negative
@DashCamSamVids,2024-01-20 14:36:30+00:00,2024-01-20 14:36:30+00:00,0.0,This video is enhanced right? He doesn’t speak English right?,neutral
@truthaboveall7988,2024-01-20 14:35:45+00:00,2024-01-20 14:35:45+00:00,0.0,Argentina 🇦🇷 voted in the biggest criminal yet - after decades of the US ensuring their instability thru predatory lending by IMF &amp; private equity - the same hedge fund Elliot mgmt who bought scotus - they r now a financial colony of the WEF &amp; US <br><br>The delusional theory that socialism is the threat ignores that China’s mixed economic system is the most successful in history not b cuz of capitalism but in spite of it thru socialism which continues to lift them to the #1 economy from poorer than Haiti just 4 decades ago<br><br>Also China just saved Argentina,negative
@DJoOFa,2024-01-20 14:34:17+00:00,2024-01-20 14:34:17+00:00,0.0,"His final address, only  one man stands alone - Elon.. Muppets like Zuckerberg, etc, need to grow a pair, start a think tank organisation with Elon at the forefront, have good people like Carlson Tucker, etc, on board, then, and only then, will we start seeing some progress in the quality of people&#39;s lives - hopefully ✌🏾❤️",positive
@PastMidnightNews,2024-01-20 14:33:00+00:00,2024-01-20 14:33:00+00:00,0.0,Austin Powers father.,neutral
@Ritza.Elefteria.Michaki,2024-01-20 14:30:37+00:00,2024-01-20 14:30:37+00:00,0.0,"Respect, someone is telling the real truth without pampering, but are they really cares or maybe even maybe slightly sleeping. Amazing speech 💬.",positive
@mariaelenacarbajal616,2024-01-20 14:29:56+00:00,2024-01-20 14:29:56+00:00,2.0,"Thank u Millei you are Right God bless you ,we need more Patriot say the true Out ,becareful because maybe the other side disagree with you !!!",positive
@Edwill-wj8dm,2024-01-20 14:29:32+00:00,2024-01-20 14:29:32+00:00,1.0,Beautiful Speech Mr President. HalleluYah ❤️,positive
@saschabrukoski2734,2024-01-20 14:26:56+00:00,2024-01-20 14:26:56+00:00,0.0,Who is Jon Galt ?,neutral
@jamiesmith4293,2024-01-20 14:25:54+00:00,2024-01-20 14:25:54+00:00,0.0,"I doubt he&#39;ll be invited back. Not because he&#39;s incredibly monotone, but because he&#39;s proving their agenda will destroy the world&#39;s people (you and me).",negative
@chrisleung5531,2024-01-20 14:25:36+00:00,2024-01-20 14:25:36+00:00,22.0,👏👏👏👍<br>Truth from leader who looks after citizens&#39; benefits of his country,positive
@landzw,2024-01-20 14:25:20+00:00,2024-01-20 14:25:20+00:00,0.0,I’m surprised there is a trap door beneath him 😂 😂 😂 <br>Massive respect to him 👏 👏 👏,positive
@khaan5109,2024-01-20 14:21:23+00:00,2024-01-20 14:21:23+00:00,0.0,A lot of nonsense....This guy has no idea what he is reading!,negative
@KarlGessler,2024-01-20 14:21:10+00:00,2024-01-20 14:21:10+00:00,0.0,"I love this guy. May God bless Argentinia, the USA, and every country that resist the globalists. May God confuse the camp of the enemy.",positive
@din3832,2024-01-20 14:20:41+00:00,2024-01-20 14:20:41+00:00,0.0,"He is only stating the basic, the obvious, what any intelligent unbiased person armed with common sense would conclude by studying the economic history of the world. And yet people are baffled by it! How did we get to this nonsensical world of blind collectivism?",positive
@erikn54,2024-01-20 14:17:41+00:00,2024-01-20 14:17:41+00:00,1.0,This man is my new hero.,positive
@erban1990,2024-01-20 14:16:54+00:00,2024-01-20 14:16:54+00:00,0.0,"So many bullshits. This is mostly misleading propaganda based on wrong pseudo-scientific and conspiratorial assumptions.  We need a State to redistribute wealth and control the failures of the market and the greediness of capitalists. WE NEED MORE COLLECTIVISM, NOT LESS! And those who believe these bullshits probably need to firmly believe in their &quot;free will&quot; and finally have in the State an Enemy to hate and explain all world&#39;s problems. I guess they suffered and fought a lot in their life and they now pretend disadvantaged people will have to struggle too in the name of merit and of a promised growth. Another pro-status quo narrative that gives advantage to the richest. Wake up!",negative
@erban1990,2024-01-20 14:16:39+00:00,2024-01-20 14:16:39+00:00,0.0,"So many bullshits. This is mostly misleading propaganda based on wrong pseudo-scientific and conspiratorial assumptions.  We need a State to redistribute wealth and control the failures of the market and the greediness of capitalists. WE NEED MORE COLLECTIVISM, NOT LESS! And those who believe these bullshits probably need to firmly believe in their &quot;free will&quot; and finally have in the State an Enemy to hate and explain all world&#39;s problems. I guess they suffered and fought a lot in their life and they now pretend disadvantaged people will have to struggle too in the name of merit and of a promised growth. Another pro-status quo narrative that gives advantage to the richest. Wake up!",negative
@erban1990,2024-01-20 14:14:45+00:00,2024-01-20 14:14:45+00:00,1.0,"&quot;Cui prodest&quot; this speech? Ask yourself: Who would be advantaged from such political positions from a policy perspective? The richest, not the people. Wake up silly people!!",positive
@MoneyOverHumanLives,2024-01-20 14:13:04+00:00,2024-01-20 14:13:04+00:00,0.0,You can’t take Freedom from Palestinians and ignore Israel war crimes. Losing credibility,negative
@johngallati8164,2024-01-20 14:10:10+00:00,2024-01-20 14:10:10+00:00,0.0,ALL TRUE,positive
@cbxxb4841,2024-01-20 14:06:40+00:00,2024-01-20 14:06:40+00:00,1.0,"Really nice to hear, and especially nice that he is giving a big middle finger to the globalist elites in Davos.    Let’s see if he actually delivers for the abused Argentine people now……",positive
@user-sw8dp1fw9r,2024-01-20 14:04:31+00:00,2024-01-20 14:04:31+00:00,25.0,Happy for Argentina people!,positive
@johnjones6112,2024-01-20 14:00:52+00:00,2024-01-20 14:00:52+00:00,1.0,The problem with the traffic laws is they are just so restrictive and removes so much freedom - we need to get rid of all traffic laws then we will all be free.,positive
@myleabuffo8624,2024-01-20 13:54:21+00:00,2024-01-20 13:54:21+00:00,0.0,We in American need to stand up now!!! Our country is so out of control,neutral
@basher875,2024-01-20 13:52:59+00:00,2024-01-20 13:52:59+00:00,0.0,Great speech,positive
@38vausa,2024-01-20 13:50:36+00:00,2024-01-20 13:50:36+00:00,32.0,This great speech is a warning to the humankind. We must learn our lessons from the past. It would be a huge stupidity not learning the valuable lessons proven by generations of human suffering.,negative
@lmyl117,2024-01-20 13:48:59+00:00,2024-01-20 13:48:59+00:00,232.0,Very well said. We need more leaders like him in this world,positive
@daverave5743,2024-01-20 13:48:50+00:00,2024-01-20 13:48:50+00:00,7.0,What a hero,positive
@jerryarsenault6678,2024-01-20 13:48:29+00:00,2024-01-20 13:48:29+00:00,1.0,Outstanding,positive
@hannesrudman2421,2024-01-20 13:48:07+00:00,2024-01-20 13:48:07+00:00,14.0,"Brilliantl!! Demonstrating excellent understanding, but more importantly, able to talk from dear experience. Best ever speech!",positive
@jerryarsenault6678,2024-01-20 13:48:01+00:00,2024-01-20 13:48:01+00:00,0.0,Outstanding,positive
@rosauravasquez4373,2024-01-20 13:46:45+00:00,2024-01-20 13:46:45+00:00,23.0,"Exactly what our society needs a.president that knows what he is talking about, that has history facts in place and the wisdom to develop the right steps to do what is right for his country.  I am impressed so far great speech !",positive
@contortzz,2024-01-20 13:46:05+00:00,2024-01-20 13:46:05+00:00,0.0,@timpool,neutral
@m0nkey13,2024-01-20 13:45:40+00:00,2024-01-20 13:45:40+00:00,1.0,"Did anybody commenting actually listen to the speech?  Like the part where he called the people attending Davos heroes?  He fits right in with the Davos crowd. My God, just look at the moves he made when he became President. That&#39;s why the elites are not disagreeing or upset with him, he&#39;s in the club - and you ain&#39;t.",positive
@janetdufresne4448,2024-01-20 13:41:24+00:00,2024-01-20 13:41:24+00:00,2.0,WEF Created this mess in America. Now they want to act like they are looking  down on Americans. We created Capitalism!,positive
@YvesStOnge,2024-01-20 13:40:43+00:00,2024-01-20 13:40:43+00:00,2.0,Smart speech,positive
@johnlarocca3951,2024-01-20 13:40:22+00:00,2024-01-20 13:40:22+00:00,1.0,The reaction to this great lesson on socio ~ economic  practice ..<br>Is exactly what you would expect from the elite Marxist squirming in their chairs!!,positive
@malcpkim8,2024-01-20 13:40:08+00:00,2024-01-20 13:40:08+00:00,17.0,Wow! He has got my vote! Free market economics with less state intervention is the key to a thriving economy. Less state and more freedom! No to socialism and communism! Both have failed. It&#39;s time to see Argentina&#39;s economy bounce back!,positive
@Plumbinperry,2024-01-20 13:38:59+00:00,2024-01-20 13:38:59+00:00,1.0,I hope his driver didn&#39;t take the tunnels home...,positive
@powertothepeople3832,2024-01-20 13:37:58+00:00,2024-01-20 13:37:58+00:00,43.0,"Did they really let him speak all this truth, I’m truly surprised.",positive
@censurabrasil2023,2024-01-20 13:37:55+00:00,2024-01-20 13:37:55+00:00,16.0,Great Milei!,positive
@terrytarrance1503,2024-01-20 13:35:42+00:00,2024-01-20 13:37:18+00:00,43.0,"Every politician around the world needs to read the comments of We the People and know that democracy Works and socialism does not! We the People whom politicians are supposed to listen to, need to listen to this man and no this is what all free people want",positive
@WizardOfCheese,2024-01-20 13:32:34+00:00,2024-01-20 13:32:34+00:00,0.0,"<a href=""https://www.youtube.com/watch?v=YtegqgKYR-U&amp;t=60"">1:00</a> what? stop fucking skipping. it&#39;s supposed to be translated so we can hear what he&#39;s saying.",negative
@tuffandco3745,2024-01-20 13:31:16+00:00,2024-01-20 13:31:16+00:00,0.0,"Is it not clear for you to see, that this is controlled opposition. He has been a Buddy of Klaus S for a long time, and WEF has the speech on their website. He is part of the plan.",negative
@donners304,2024-01-20 13:29:12+00:00,2024-01-20 13:29:12+00:00,0.0,The worlds first dominant power-Argentina... Argentina?,neutral
@goddessdevine1847,2024-01-20 13:27:45+00:00,2024-01-20 13:27:45+00:00,1.0,👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,neutral
@TheOriginalGamma,2024-01-20 13:26:21+00:00,2024-01-20 13:26:21+00:00,52.0,Congratulations to Argentinas new economic heroes.,positive
@Olivia-io9sb,2024-01-20 13:25:57+00:00,2024-01-20 13:36:42+00:00,6.0,We have another Leader.  WEF weren&#39;t expecting that!,neutral
@timetraveller885,2024-01-20 13:24:58+00:00,2024-01-20 13:24:58+00:00,0.0,"The World isn&#39;t Richer, as we are Depleting the World Resources at the Fastest Rate in the World&#39;s History!!!",positive
@pablogutierrez8899,2024-01-20 13:24:34+00:00,2024-01-20 13:24:34+00:00,0.0,Aldo the debt and inflation this President made to Argentinians broke their financial roof.,negative
@paulwilliamson8641,2024-01-20 13:22:34+00:00,2024-01-20 13:22:34+00:00,0.0,"A white hat warrior inserted to drive a thorn in the side of the satanic WEF/NWO,  brilliant",positive
@michaelkulczynski2297,2024-01-20 13:21:13+00:00,2024-01-20 13:21:13+00:00,9.0,So well said.Thank-you love the facts an figures.,positive
@albanmalaj2073,2024-01-20 13:21:05+00:00,2024-01-20 13:21:05+00:00,0.0,he speakin like a robot,positive
@keithcanfield3251,2024-01-20 13:18:02+00:00,2024-01-20 13:18:02+00:00,5.0,We need peoole of his wisdom and understanding in our educational system.,positive
@JohnNewtoner,2024-01-20 13:17:41+00:00,2024-01-20 13:17:41+00:00,0.0,"Milei&#39;s WEF Freedom speech is history in the making.  Outlining  the progressive pattern of state control under collectivism, and exposing the new face of socialism in the West.   Ending the speech to inspire citizens to see the pivotal role they play in the economy, and to push back against the collectivist movement.",positive
@johnciancanelli2135,2024-01-20 13:16:59+00:00,2024-01-20 13:16:59+00:00,0.0,I agree but this will not work in the coming AI/robotic revolution. Big business will have the capitalistic freedom to leverage technology at the expense of the common worker. There will be widespread unrest unless we creatively rethink this through. When this tsunami hits governments will be caught sleeping. They will be reactive and not boldly proactive. What do you think 50 percent unemployment will look like?,positive
@robertcooper8939,2024-01-20 13:15:58+00:00,2024-01-20 13:15:58+00:00,0.0,So his summary supports the corporations running our lives he might as well have said blackrock and vanguard are our leaders now not to mention the bond villain,positive
@justinmaonga738,2024-01-20 13:15:40+00:00,2024-01-20 13:15:40+00:00,0.0,The Jesuits and the Pope are going to be mad about the speech,negative
@tyfitzpatrick3606,2024-01-20 13:15:39+00:00,2024-01-20 13:15:39+00:00,0.0,"I agree with most of what he said, the one loophole that Libertarianism often leaves open but should be shut is the power of “multinational corporations” to themselves creating a socialist/globalist system based on the power of their market dominance… I believe the multinational corporations have become as much of a problem as the misguided governments…",positive
@4seasonsTrucker,2024-01-20 13:15:10+00:00,2024-01-20 13:15:10+00:00,0.0,The world needs more leaders like him,positive
@4seasonsTrucker,2024-01-20 13:14:46+00:00,2024-01-20 13:14:46+00:00,0.0,Amen!!,neutral
@johnnythegent1045,2024-01-20 13:14:45+00:00,2024-01-20 13:14:45+00:00,4.0,Viva le Argentina!!❤❤❤❤❤,positive
@tomdwyer1868,2024-01-20 13:14:31+00:00,2024-01-20 13:14:31+00:00,0.0,"Kerosene saved the whales, fertilizer fed the masses. And for the environmentalists, impoverishment makes people not care, the more prosperous the people are, the more they can do. <br>As a Canadian, F comrade Trudeau!",positive
@peterbeer8657,2024-01-20 13:12:57+00:00,2024-01-20 13:12:57+00:00,0.0,"<a href=""https://www.youtube.com/watch?v=YtegqgKYR-U&amp;t=1119"">18:39</a> Don&#39;t let anyone say ambition is immoral. If you earn money it&#39;s because you provide a superior product, better price, contributing to well-being. Do not yield to the advance of the state, the state is not the solution, the state is the problem.<br><br>SHOCKING! <br>He goes from ambition isn&#39;t immoral straight to If you earn money it&#39;s because you provide value. NO! <br><br>The question of whether ambition is or isn&#39;t immoral does not lie with money or the making of it! It depends on where the ambitions lead to. Do the ambitions lead to providing people with clean water in their houses while dumping the contaminates in the river killing the fish? Well, poisoning the river will lead to not only bad river water quality but also bad health for people living in it&#39;s neighborhood, and the morality is completely lost. Morality doesn&#39;t depend just on the immediate <b>WHAT</b> you do but it also depends on <b>HOW</b> you do it. <br><br>Bad economists are recognized by their failure to recognize the unintended consequences from their choices.",negative
@johnnyquest9519,2024-01-20 13:12:07+00:00,2024-01-20 13:12:07+00:00,0.0,A lot of edits going on here,neutral
@justinmaonga738,2024-01-20 13:10:57+00:00,2024-01-20 13:10:57+00:00,0.0,"Had they knew this is gonna be the speech they could avoid him but since is the miracle working of God, as he said nothing that shall be done in secret will never come to light",positive
@lynnvanegmond5942,2024-01-20 13:10:06+00:00,2024-01-20 13:10:06+00:00,0.0,"And just like state control, is hindering the market. So is rent taking, by corporate entities, on the dime of the tax payer. But if money is used to save a compony from going overseas, it should be saving, the otherwise lost jobs, and not be going to reward the CEO&#39;s and safe holders. A worker, as well as a director of a company, is vital to its well being,",positive
@jonathanhough7662,2024-01-20 13:09:33+00:00,2024-01-20 13:09:33+00:00,0.0,A lone voice at Davis no doubt!,positive
@Patriot-jp7cc,2024-01-20 13:05:53+00:00,2024-01-20 13:06:11+00:00,0.0,"private property is a lie in the US. If the government can take &quot;YOUR&quot; property because you didn&#39;t pay your &quot;RENT&quot;, it was never &quot;YOUR&quot; property.",negative
@liespypolygraph,2024-01-20 13:04:44+00:00,2024-01-20 13:04:44+00:00,64.0,Well done Argentina! Massive SUPPORT from South Africa!,positive
@randyg8929,2024-01-20 13:01:40+00:00,2024-01-20 13:01:40+00:00,0.0,Mic drop,negative
@michaelmcmillian7725,2024-01-20 13:00:03+00:00,2024-01-20 13:00:03+00:00,0.0,"Free market capitalism is a great concept.  Unfortunately it doesn&#39;t exist (although Pelosi claims her &gt;$100 million from insider trading is a great example of our Capitalist system; I would agree, the Perfect Example).  The US has Crony Capitalism, Gangster Capitalism and Military Industrial Capitalism. Mostly we have &quot;socialism for the Rich (corporations) and capitalism for the Poor&quot;.  America has offshored most of its important industries (and innovations) for cheaper Labor and lower taxes.<br><br>When Obama&#39;s FED bailed out our Too Big To Fail Banks and Wall Street to the tune of $27 TRILLION (from Levy Economics Institute studies) where was Free Market Capitalism?  If it exists, bad decisions would have bad consequences, and those actors would be punished not promoted.",positive
@Rekaert,2024-01-20 12:59:46+00:00,2024-01-20 12:59:46+00:00,0.0,"Well it&#39;s about time someone said it loudly and clearly at one of these things. For far too long we&#39;ve allowed people to approach the economy armed with ideology instead of evidence, and people have listened to them.",positive
@timegasm1462,2024-01-20 12:59:20+00:00,2024-01-20 12:59:20+00:00,0.0,♥️,positive
@meeshellh7376,2024-01-20 12:58:25+00:00,2024-01-20 12:58:25+00:00,0.0,Argentina elected the right man! President Milei is a righteous and brave soul to go alone into the lion’s den. I hope his speech sparks a worldwide resistance to the economic forum who want to impoverish us all and control us. Let freedom ring and capitalism live!,positive
@armanidesigner,2024-01-20 12:56:21+00:00,2024-01-20 12:56:21+00:00,1.0,Future of world is not progressive socialismu but right wing freedom capitalism. Only way to increase living standard of all,positive
@cliffnorman178,2024-01-20 12:56:09+00:00,2024-01-20 12:56:09+00:00,4.0,This man is a genius. 👏🏻 👏🏻 👏🏻 👏🏻 👏🏻 👏🏻,neutral
@flaviomarquezjerez5628,2024-01-20 12:53:26+00:00,2024-01-20 12:53:26+00:00,106.0,Courageous and morally correct speech....Milei says the truth.,positive
